vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
Van,Ford,Focus,2019,6,Used,18316.59,Diesel,48,Male,Doctor,North,37,2,35,Third-party,C100673,2021-07-06 04:37:46,4624.97,Fire,Minor,5,1,4955.05,3233.65,Phone,Bank Transfer,1,A667,Central,0,1033.59
Convertible,Ford,F-150,2004,21,Used,3000.0,Petrol,20,Female,Doctor,East,28,0,24,Collision,C100674,2019-10-17 03:46:34,2082.62,Fire,Minor,2,1,7854.43,4220.06,In-Person,Bank Transfer,0,A230,West,0,393.38
SUV,BMW,X3,2011,14,Used,26982.96,Petrol,60,Male,Teacher,East,37,2,37,Collision,C100675,2020-12-26 12:32:09,7099.68,Accident,Total Loss,1,0,4692.21,3744.34,In-Person,Check,0,A296,West,0,1946.5
SUV,Hyundai,Tucson,2003,22,Used,33284.26,Petrol,42,Female,Teacher,Central,17,2,13,Comprehensive,C100676,2020-11-23 18:16:11,6321.22,Theft,Major,2,1,4627.54,7182.48,Online,Cash,1,A530,Central,0,2147.71
Truck,BMW,X3,2014,11,New,30045.72,Petrol,72,Male,Engineer,North,21,2,19,Third-party,C100677,2021-01-28 03:32:49,796.52,Theft,Minor,3,1,3034.33,6552.82,Online,Cash,0,A780,Central,0,2551.82
SUV,Mercedes,GLA,2008,17,Used,15535.35,Petrol,59,Male,Lawyer,East,34,1,34,Third-party,C100678,2019-11-29 07:10:23,4538.04,Theft,Major,2,1,1146.13,8229.96,In-Person,Cash,1,A488,South,0,1019.75
Sedan,Mercedes,C-Class,2006,19,Used,18614.34,Electric,53,Male,Driver,East,14,1,10,Collision,C100679,2022-02-16 03:46:19,6272.33,Theft,Major,4,0,1022.62,5827.68,Phone,Bank Transfer,1,A793,West,0,1386.97
Truck,Ford,Focus,2009,16,New,22793.5,Petrol,61,Male,Teacher,North,6,3,4,Collision,C100680,2022-01-27 20:30:17,2721.49,Vandalism,Minor,6,1,6500.94,3148.05,Online,Bank Transfer,1,A866,Central,0,1739.42
Van,Honda,CR-V,2022,3,New,22511.48,Electric,30,Male,Teacher,East,12,4,10,Comprehensive,C100681,2021-08-04 17:55:38,4836.06,Theft,Total Loss,2,0,3951.88,4478.5,In-Person,Bank Transfer,1,A278,Central,0,1530.47
Coupe,Hyundai,Tucson,2012,13,Damaged,25447.76,Diesel,56,Male,Lawyer,West,41,2,38,Collision,C100682,2019-02-23 21:36:11,7134.92,Vandalism,Major,5,1,5236.11,5365.47,Online,Cash,1,A730,South,0,2017.44
Van,Ford,Focus,2007,18,Used,21624.49,Diesel,36,Male,Unemployed,East,35,0,31,Collision,C100683,2020-01-22 02:22:28,2303.28,Theft,Major,4,0,5087.79,5219.6,Phone,Bank Transfer,0,A682,North,1,1299.47
SUV,Honda,CR-V,2011,14,Used,17109.38,Electric,33,Male,Doctor,Central,15,0,12,Collision,C100684,2020-10-16 08:36:48,3846.17,Vandalism,Minor,2,1,1623.14,3089.68,Online,Cash,0,A408,North,0,1431.66
SUV,Honda,Civic,2021,4,Used,21095.56,Diesel,59,Female,Engineer,Central,40,1,40,Third-party,C100685,2022-02-25 16:49:04,2920.28,Fire,Major,2,0,5925.4,1846.28,Online,Bank Transfer,1,A515,West,0,1733.21
Van,Mercedes,E-Class,2018,7,Used,27990.28,Electric,47,Male,Engineer,South,20,4,17,Comprehensive,C100686,2021-10-22 14:07:08,3528.73,Theft,Major,5,0,4331.95,2985.93,Phone,Check,1,A661,Central,0,1741.1
SUV,Toyota,Camry,2000,25,Used,43330.23,Petrol,56,Female,Driver,South,27,3,25,Third-party,C100687,2018-06-02 15:52:25,5415.7,Accident,Total Loss,2,0,6631.15,500.0,Online,Check,0,A953,South,0,2718.4
SUV,Toyota,Camry,2015,10,Used,16008.47,Electric,52,Male,Lawyer,North,9,1,8,Third-party,C100688,2018-02-18 11:14:29,1921.28,Accident,Major,0,1,4246.31,4368.87,Phone,Bank Transfer,1,A100,West,0,947.11
Convertible,BMW,X3,2021,4,Used,21809.64,Diesel,19,Male,Unemployed,Central,18,1,18,Collision,C100689,2023-01-04 02:46:38,2221.47,Vandalism,Minor,4,1,3943.79,6227.77,In-Person,Cash,1,A411,East,0,1551.35
Coupe,Mercedes,GLA,2016,9,Used,17093.75,Electric,18,Male,Lawyer,South,16,0,12,Comprehensive,C100690,2023-10-24 20:51:59,4286.78,Fire,Minor,1,1,3588.97,6203.64,Online,Cash,0,A393,North,0,984.68
Coupe,Honda,Accord,2017,8,Damaged,22460.41,Diesel,71,Female,Lawyer,North,0,0,0,Collision,C100691,2021-12-06 03:26:57,2952.77,Theft,Minor,3,1,5185.85,4436.78,Online,Cash,1,A315,North,0,1303.7
Van,Hyundai,Sonata,2010,15,Used,27805.22,Hybrid,65,Female,Doctor,South,12,3,8,Third-party,C100692,2022-08-04 09:20:01,7697.38,Theft,Minor,0,0,4951.93,2369.68,In-Person,Check,0,A540,East,0,2101.24
Van,Toyota,Camry,2017,8,New,18335.01,Electric,62,Female,Lawyer,East,35,3,34,Collision,C100693,2019-01-14 08:01:23,6484.94,Theft,Minor,1,1,6512.76,4773.0,Online,Bank Transfer,0,A904,South,0,899.56
SUV,Honda,Civic,2006,19,Used,3631.74,Hybrid,20,Female,Doctor,West,46,1,46,Collision,C100694,2020-07-03 15:59:44,7467.02,Accident,Minor,6,1,2795.1,3520.01,In-Person,Bank Transfer,1,A693,East,0,510.08
Sedan,Toyota,Corolla,2017,8,Used,28228.59,Diesel,43,Female,Engineer,South,41,3,39,Collision,C100695,2018-03-18 09:19:59,1101.77,Vandalism,Major,3,0,5535.99,8445.23,Phone,Check,1,A721,South,0,2116.88
Convertible,Toyota,Camry,2007,18,New,21043.35,Petrol,45,Male,Doctor,East,19,1,16,Third-party,C100696,2020-04-21 10:18:04,5557.97,Fire,Major,3,1,6482.77,4274.13,Phone,Bank Transfer,1,A770,West,0,1048.4
Sedan,Toyota,RAV4,2005,20,Used,17263.74,Electric,44,Female,Engineer,West,40,3,37,Comprehensive,C100697,2021-05-11 19:11:00,3430.24,Vandalism,Minor,5,1,4165.53,2393.47,Phone,Cash,1,A429,East,0,1058.1
SUV,Hyundai,Sonata,2006,19,Used,15477.7,Petrol,31,Female,Driver,South,39,1,39,Third-party,C100698,2020-05-11 19:58:59,11732.07,Accident,Major,5,1,1397.53,3174.51,In-Person,Bank Transfer,0,A576,South,0,1510.97
Van,Mercedes,E-Class,2022,3,New,22489.64,Petrol,67,Female,Lawyer,Central,51,1,50,Comprehensive,C100699,2020-10-28 16:04:55,5359.92,Accident,Minor,5,0,4551.48,3678.4,Phone,Bank Transfer,0,A552,East,0,2001.19
Sedan,Hyundai,Elantra,2021,4,Used,14433.02,Petrol,60,Female,Driver,West,5,2,5,Collision,C100700,2018-11-27 21:49:49,7499.98,Vandalism,Minor,1,0,5638.33,4407.37,Phone,Bank Transfer,1,A552,West,0,870.07
Coupe,Ford,F-150,2009,16,Used,15367.94,Diesel,68,Female,Lawyer,East,22,1,19,Comprehensive,C100701,2019-12-30 14:55:57,6585.34,Accident,Minor,3,0,4451.16,5447.12,In-Person,Cash,0,A791,North,0,779.38
Truck,Honda,CR-V,2010,15,Damaged,10011.05,Diesel,41,Female,Unemployed,Central,41,3,39,Comprehensive,C100702,2020-06-05 06:33:49,6661.4,Fire,Minor,5,0,4769.02,3682.88,Phone,Check,1,A318,North,0,889.7
Sedan,Mercedes,C-Class,2012,13,Used,14541.1,Hybrid,52,Female,Driver,East,23,2,20,Comprehensive,C100703,2018-07-23 05:10:24,8682.01,Accident,Total Loss,0,1,5905.79,5864.68,In-Person,Cash,0,A623,Central,0,1288.64
Van,Mercedes,GLA,2008,17,Used,25046.91,Hybrid,69,Male,Teacher,South,51,1,50,Collision,C100704,2022-10-29 10:12:31,8037.74,Fire,Minor,4,1,7823.04,6588.58,In-Person,Check,1,A584,North,0,1649.69
Coupe,Mercedes,E-Class,2006,19,New,8950.64,Hybrid,51,Female,Teacher,East,48,3,44,Third-party,C100705,2019-12-13 17:40:39,2958.05,Accident,Minor,4,0,3389.85,1333.49,Online,Check,0,A912,North,0,831.53
SUV,Mercedes,C-Class,2008,17,Damaged,29216.54,Petrol,41,Female,Doctor,North,4,6,0,Collision,C100706,2019-04-01 20:53:43,10066.77,Fire,Minor,0,0,3664.27,4703.24,Phone,Cash,1,A915,West,0,1650.89
Sedan,Hyundai,Tucson,2012,13,Used,10568.37,Hybrid,23,Male,Unemployed,East,31,0,31,Comprehensive,C100707,2023-12-27 03:07:45,10245.5,Theft,Major,4,1,5698.88,3783.44,Phone,Check,0,A853,South,0,1047.43
SUV,Mercedes,C-Class,2002,23,Used,21199.49,Electric,74,Male,Driver,East,45,1,42,Third-party,C100708,2018-12-30 19:11:09,7433.77,Vandalism,Minor,3,1,4245.29,500.0,Online,Check,0,A273,East,0,1911.97
Convertible,BMW,X5,2002,23,New,23879.59,Diesel,48,Male,Lawyer,Central,16,0,15,Comprehensive,C100709,2019-09-05 20:36:19,6128.35,Theft,Minor,4,1,2866.75,995.42,Online,Cash,1,A774,South,0,1459.93
Truck,Honda,Accord,2000,25,Used,26597.14,Hybrid,73,Male,Engineer,East,10,2,9,Collision,C100710,2018-08-12 07:22:54,7438.84,Theft,Minor,6,1,5761.67,2434.58,Online,Cash,1,A186,Central,0,1211.74
Van,Mercedes,E-Class,2020,5,Used,26599.14,Diesel,46,Female,Doctor,West,26,2,22,Third-party,C100711,2018-10-31 01:17:53,51.93,Accident,Minor,4,1,4282.63,5231.48,Phone,Check,0,A390,East,0,1962.65
Van,Honda,CR-V,2019,6,New,19327.79,Petrol,53,Female,Unemployed,East,3,3,0,Collision,C100712,2020-08-22 09:38:58,4743.45,Theft,Major,2,1,2290.75,3291.02,In-Person,Cash,1,A627,East,0,1659.48
SUV,BMW,3 Series,2001,24,New,18627.59,Diesel,46,Female,Doctor,South,22,0,22,Collision,C100713,2020-12-25 12:39:21,8059.49,Fire,Minor,1,0,4167.07,6599.89,Phone,Cash,1,A779,West,0,1728.4
Truck,BMW,X5,2002,23,Used,24772.27,Electric,30,Female,Unemployed,North,22,1,22,Comprehensive,C100714,2021-04-27 01:30:11,4467.87,Accident,Minor,0,1,1855.17,6824.65,Online,Cash,0,A748,West,0,1123.67
Coupe,Honda,Accord,2014,11,Used,22224.22,Diesel,25,Male,Teacher,North,48,0,47,Third-party,C100715,2023-11-01 15:06:24,5474.74,Vandalism,Major,5,1,5139.15,5209.52,Phone,Bank Transfer,1,A734,South,0,1681.5
Van,Toyota,Corolla,2005,20,Used,17233.43,Diesel,32,Female,Unemployed,East,56,1,56,Third-party,C100716,2020-01-27 05:27:29,1487.19,Accident,Minor,1,0,2088.13,2723.77,Phone,Cash,0,A443,South,0,1262.65
Sedan,Ford,F-150,2012,13,New,22967.78,Electric,50,Female,Driver,North,33,2,31,Comprehensive,C100717,2019-12-15 05:59:18,7368.11,Vandalism,Major,2,0,4025.67,1195.24,Phone,Bank Transfer,1,A195,West,0,1777.15
Van,Toyota,Camry,2020,5,Used,18662.98,Electric,42,Female,Driver,Central,20,1,17,Collision,C100718,2018-08-18 14:45:28,2372.68,Fire,Minor,4,1,2932.37,3357.56,Online,Cash,0,A938,North,0,1744.48
Sedan,Toyota,RAV4,2000,25,Used,15195.72,Hybrid,33,Female,Unemployed,North,21,2,19,Comprehensive,C100719,2022-02-07 03:02:24,5566.92,Theft,Minor,3,0,3875.16,4700.63,In-Person,Cash,0,A869,West,0,1386.22
Van,Hyundai,Elantra,2019,6,Used,16973.28,Diesel,38,Female,Doctor,South,0,1,0,Third-party,C100720,2019-05-06 16:14:44,7045.85,Fire,Major,3,0,6480.83,4638.98,In-Person,Check,1,A340,North,0,1367.71
Sedan,Toyota,Camry,2018,7,New,23891.35,Hybrid,69,Female,Teacher,East,31,2,29,Collision,C100721,2020-08-25 19:36:27,7083.69,Vandalism,Minor,1,0,4980.77,2330.08,In-Person,Bank Transfer,0,A788,South,0,2049.59
Convertible,Mercedes,GLA,2000,25,Used,12575.3,Hybrid,54,Male,Engineer,North,27,2,27,Third-party,C100722,2019-11-18 00:55:06,3691.65,Theft,Major,1,0,4539.3,2544.9,Online,Check,0,A417,East,0,1242.57
SUV,Hyundai,Elantra,2020,5,New,28850.69,Electric,62,Male,Teacher,South,17,0,13,Third-party,C100723,2022-07-24 03:49:00,1729.36,Theft,Minor,1,1,2740.52,2858.05,Online,Bank Transfer,1,A330,South,0,1573.41
Coupe,Hyundai,Tucson,2021,4,Used,15541.81,Diesel,34,Female,Driver,North,6,2,3,Third-party,C100724,2018-09-26 06:12:16,10042.15,Fire,Total Loss,2,1,1293.02,7626.72,In-Person,Bank Transfer,1,A925,Central,0,843.31
Coupe,BMW,3 Series,2001,24,New,3000.0,Electric,51,Male,Engineer,South,53,3,50,Comprehensive,C100725,2021-04-22 13:04:14,5387.12,Vandalism,Minor,1,0,7013.07,4894.69,In-Person,Cash,0,A303,West,0,444.08
Convertible,Toyota,Corolla,2014,11,Used,24420.34,Petrol,30,Male,Doctor,East,37,0,36,Third-party,C100726,2022-09-08 07:25:52,3993.08,Accident,Major,1,1,5378.33,3623.25,Online,Cash,1,A250,West,0,1050.08
Coupe,BMW,X3,2013,12,Used,3000.0,Diesel,51,Female,Engineer,South,5,1,5,Collision,C100727,2022-03-30 17:43:33,4674.65,Fire,Minor,3,1,4386.97,5276.88,Phone,Cash,0,A125,South,0,447.41
Sedan,Honda,CR-V,2018,7,Used,11904.65,Petrol,60,Male,Doctor,North,13,3,13,Third-party,C100728,2023-08-02 01:58:49,5685.47,Vandalism,Minor,4,0,523.37,1973.23,Online,Bank Transfer,1,A147,East,0,830.74
Coupe,Ford,Escape,2010,15,Damaged,39379.65,Diesel,32,Male,Teacher,South,29,1,25,Collision,C100729,2023-01-22 01:11:34,634.24,Accident,Minor,0,1,4580.22,4041.65,In-Person,Check,1,A350,North,0,2674.11
SUV,Hyundai,Sonata,2014,11,Damaged,28479.94,Hybrid,58,Male,Engineer,East,54,3,50,Comprehensive,C100730,2018-08-25 12:49:51,5549.32,Fire,Minor,3,0,661.75,3196.55,In-Person,Cash,1,A586,South,0,1946.28
Truck,Honda,Civic,2005,20,Used,27819.01,Electric,39,Female,Lawyer,South,43,0,43,Third-party,C100731,2022-05-16 03:36:29,4889.71,Fire,Minor,3,1,4383.56,4840.12,In-Person,Bank Transfer,1,A725,Central,0,1634.13
Sedan,Honda,Civic,2019,6,Used,11049.45,Petrol,68,Female,Driver,Central,45,2,41,Comprehensive,C100732,2023-12-27 06:51:09,7764.99,Vandalism,Major,8,1,4619.08,3295.68,In-Person,Bank Transfer,1,A970,West,0,700.3
Coupe,Mercedes,E-Class,2008,17,Used,18506.96,Diesel,21,Male,Doctor,North,13,1,10,Third-party,C100733,2023-12-16 12:21:52,3942.89,Fire,Minor,4,1,5352.61,3466.64,In-Person,Check,1,A886,West,0,1745.38
Van,Ford,F-150,2004,21,Used,29931.44,Hybrid,66,Female,Engineer,South,43,2,40,Comprehensive,C100734,2019-03-19 05:52:16,4904.29,Theft,Minor,0,1,6563.85,6001.15,Phone,Cash,0,A174,East,0,2647.02
Van,Honda,Accord,2019,6,Damaged,25117.1,Electric,64,Female,Engineer,Central,40,0,40,Collision,C100735,2020-06-15 08:30:42,4092.02,Accident,Minor,3,0,2065.34,1338.55,In-Person,Check,1,A566,North,0,1258.78
Truck,Honda,Accord,2001,24,Used,29086.86,Electric,56,Female,Unemployed,Central,8,4,7,Collision,C100736,2019-02-27 03:49:58,7081.97,Fire,Minor,2,0,3168.57,4531.61,Phone,Check,1,A524,West,1,1693.68
Convertible,Ford,Focus,2005,20,Used,34252.28,Petrol,40,Female,Lawyer,West,30,3,27,Comprehensive,C100737,2018-01-22 14:12:59,4657.54,Vandalism,Minor,2,1,3699.62,4083.88,In-Person,Bank Transfer,1,A744,South,0,2108.65
Sedan,Ford,F-150,2017,8,Used,25280.88,Hybrid,30,Female,Unemployed,South,1,1,0,Comprehensive,C100738,2023-12-27 21:02:59,4138.25,Accident,Major,1,0,1245.22,3566.34,Online,Cash,1,A689,Central,0,1758.91
Van,Honda,CR-V,2022,3,Damaged,10154.53,Diesel,25,Male,Unemployed,West,17,3,17,Third-party,C100739,2021-12-19 01:22:51,674.92,Vandalism,Minor,4,0,4510.84,2757.94,Phone,Check,0,A299,Central,0,782.47
SUV,Ford,Focus,2018,7,Used,24787.06,Petrol,18,Female,Unemployed,Central,4,1,1,Collision,C100740,2023-09-13 21:21:58,8190.78,Accident,Total Loss,3,1,6367.09,500.0,Phone,Cash,1,A835,South,0,2126.05
Truck,Honda,Civic,2008,17,Used,18115.75,Diesel,58,Male,Teacher,East,25,0,22,Third-party,C100741,2022-11-04 20:06:40,7101.53,Fire,Major,3,1,3385.62,1352.52,In-Person,Cash,0,A813,Central,0,1224.94
Convertible,Honda,CR-V,2020,5,New,9673.12,Hybrid,67,Female,Lawyer,South,22,2,22,Comprehensive,C100742,2022-02-26 14:31:31,9696.2,Fire,Minor,5,0,2778.98,3935.95,Online,Bank Transfer,1,A493,South,0,658.16
Convertible,Mercedes,E-Class,2005,20,Used,27156.46,Electric,34,Female,Engineer,West,11,0,8,Third-party,C100743,2018-05-04 14:07:39,6473.46,Vandalism,Major,3,1,5431.71,5681.84,Phone,Check,1,A606,South,0,1697.72
SUV,Toyota,Camry,2013,12,Damaged,29616.58,Electric,34,Male,Driver,North,13,0,13,Third-party,C100744,2019-06-12 21:55:59,6791.66,Vandalism,Major,0,1,3839.42,2367.31,In-Person,Check,1,A509,East,0,2565.53
Coupe,Honda,CR-V,2012,13,Used,19248.8,Electric,25,Male,Engineer,East,12,1,11,Collision,C100745,2020-04-06 11:27:53,89.36,Accident,Total Loss,3,1,1670.9,3737.34,In-Person,Bank Transfer,1,A349,North,0,1109.93
SUV,BMW,X5,2010,15,Used,22563.81,Diesel,20,Male,Engineer,West,34,1,30,Third-party,C100746,2019-04-16 01:51:42,4656.88,Vandalism,Minor,2,1,3400.17,7807.14,Online,Check,1,A251,Central,0,1757.6
Coupe,Hyundai,Tucson,2011,14,Used,3418.65,Diesel,46,Male,Engineer,South,46,2,46,Collision,C100747,2019-03-25 10:44:25,5358.93,Vandalism,Major,0,1,797.67,1284.37,Online,Cash,0,A771,Central,0,551.84
Truck,Toyota,Corolla,2018,7,Used,28990.18,Electric,71,Female,Unemployed,North,14,0,11,Collision,C100748,2023-07-06 11:56:28,7729.4,Accident,Total Loss,0,0,2773.65,3336.64,Online,Cash,0,A804,South,0,1569.42
SUV,Toyota,Camry,2018,7,Damaged,26346.09,Diesel,39,Male,Lawyer,East,34,0,32,Comprehensive,C100749,2020-06-17 05:41:02,1873.22,Accident,Major,0,1,5073.64,4204.71,Phone,Bank Transfer,1,A105,Central,0,1455.75
Van,Toyota,Corolla,2020,5,New,22001.79,Diesel,60,Female,Lawyer,Central,51,2,47,Comprehensive,C100750,2022-11-26 04:03:32,7231.38,Accident,Minor,4,1,2148.42,1577.43,Online,Check,0,A868,Central,0,1210.21
Convertible,Mercedes,E-Class,2018,7,Used,9980.4,Electric,19,Female,Doctor,West,18,1,17,Collision,C100751,2023-01-08 10:18:31,7107.69,Fire,Minor,3,1,4791.4,5876.65,In-Person,Check,0,A981,North,0,1023.98
Coupe,Honda,CR-V,2012,13,Used,6845.0,Electric,19,Male,Doctor,East,14,3,10,Collision,C100752,2018-07-17 20:17:35,4379.54,Vandalism,Minor,1,1,7711.53,2671.76,Phone,Bank Transfer,1,A888,Central,0,792.54
SUV,Mercedes,C-Class,2013,12,Used,36212.6,Diesel,65,Male,Unemployed,Central,50,0,50,Collision,C100753,2019-09-29 17:25:30,6226.84,Fire,Minor,3,1,4107.54,5809.21,Online,Bank Transfer,1,A209,Central,1,1773.24
Sedan,Honda,CR-V,2017,8,Used,12003.44,Diesel,34,Male,Unemployed,South,7,1,4,Collision,C100754,2023-03-04 11:24:32,4484.79,Fire,Minor,2,1,2277.38,4093.59,Online,Check,1,A897,East,0,914.58
SUV,Mercedes,C-Class,2011,14,Used,21073.47,Hybrid,26,Female,Doctor,South,22,2,19,Collision,C100755,2019-09-17 17:40:35,5885.33,Theft,Major,3,1,4319.34,4237.48,Phone,Cash,1,A535,South,0,967.18
Coupe,Mercedes,E-Class,2003,22,Used,12250.46,Petrol,50,Male,Engineer,Central,12,0,11,Third-party,C100756,2019-12-17 13:19:49,5090.49,Vandalism,Total Loss,1,1,6640.99,5270.41,Phone,Cash,0,A324,South,0,848.69
Convertible,Hyundai,Sonata,2009,16,New,3000.0,Diesel,46,Female,Doctor,East,22,2,18,Comprehensive,C100757,2018-03-24 20:28:56,6673.92,Fire,Total Loss,2,1,3864.5,6407.4,Online,Check,1,A280,East,0,420.67
Van,BMW,X3,2016,9,Used,23584.06,Hybrid,46,Male,Doctor,West,30,2,29,Collision,C100758,2018-07-21 20:01:49,2612.74,Fire,Minor,4,0,2359.15,5516.1,In-Person,Check,1,A923,East,1,1566.19
SUV,Mercedes,GLA,2003,22,Damaged,24830.88,Hybrid,71,Male,Teacher,South,29,2,29,Third-party,C100759,2018-07-26 04:46:44,5243.57,Fire,Minor,0,1,2558.96,4109.13,Phone,Bank Transfer,1,A812,West,0,1914.7
Van,Hyundai,Sonata,2011,14,New,6649.62,Petrol,61,Female,Unemployed,South,41,2,37,Third-party,C100760,2018-05-05 02:32:28,5598.72,Vandalism,Major,6,0,3741.5,2931.64,Phone,Check,1,A630,South,0,777.59
Sedan,Ford,Escape,2012,13,New,28866.28,Hybrid,74,Female,Unemployed,East,1,1,0,Collision,C100761,2022-07-17 02:04:37,4498.01,Accident,Minor,2,1,1455.02,4050.83,In-Person,Check,1,A575,West,0,2303.37
Coupe,BMW,X3,2003,22,Used,15787.19,Hybrid,23,Male,Lawyer,South,10,2,9,Third-party,C100762,2022-03-16 23:13:23,3375.48,Theft,Minor,0,1,6411.13,2665.5,Online,Check,0,A151,Central,0,1232.43
Convertible,Mercedes,E-Class,2009,16,Used,11339.28,Diesel,60,Female,Doctor,North,24,1,20,Collision,C100763,2021-09-29 05:24:21,5970.23,Theft,Minor,2,0,1001.35,5550.92,Phone,Cash,1,A670,Central,0,1136.71
Truck,Toyota,RAV4,2002,23,Used,10814.55,Petrol,23,Male,Lawyer,Central,28,1,26,Comprehensive,C100764,2020-02-01 21:10:10,4089.12,Accident,Major,2,0,5419.14,5166.68,In-Person,Check,1,A355,West,0,1109.47
Convertible,Ford,Focus,2014,11,Used,26969.81,Petrol,69,Male,Driver,West,21,0,21,Third-party,C100765,2018-07-07 04:36:40,5679.31,Accident,Minor,3,1,7377.75,1964.51,Online,Check,1,A968,North,0,1864.35
Coupe,Ford,F-150,2001,24,Used,4610.1,Hybrid,54,Female,Unemployed,East,18,1,14,Collision,C100766,2018-05-17 00:34:44,5769.34,Fire,Minor,3,1,4234.6,1814.37,Online,Cash,1,A224,East,0,567.72
Truck,Hyundai,Sonata,2016,9,Used,10062.62,Hybrid,62,Male,Teacher,North,8,1,8,Collision,C100767,2021-11-20 21:42:30,5109.13,Vandalism,Minor,1,0,3951.7,2152.17,Phone,Cash,1,A567,East,0,831.07
Truck,Ford,Focus,2005,20,Damaged,23452.8,Electric,18,Female,Driver,South,40,3,37,Third-party,C100768,2020-04-10 09:34:27,2736.19,Theft,Minor,4,1,3575.31,4177.46,In-Person,Check,1,A236,Central,0,1987.76
Convertible,BMW,3 Series,2007,18,Used,22389.42,Diesel,33,Female,Unemployed,South,37,5,35,Collision,C100769,2020-04-04 17:54:27,5157.11,Theft,Minor,6,0,5509.14,6767.36,In-Person,Check,1,A920,East,0,1411.21
Coupe,Mercedes,C-Class,2002,23,Used,11824.15,Hybrid,68,Male,Lawyer,North,28,4,27,Collision,C100770,2023-03-13 18:08:55,330.27,Fire,Major,3,0,5440.11,2164.56,Online,Cash,1,A575,South,0,1038.28
Truck,Mercedes,C-Class,2017,8,Used,30290.73,Electric,28,Male,Lawyer,South,9,0,6,Comprehensive,C100771,2023-11-03 02:06:28,4510.62,Vandalism,Total Loss,3,1,3827.07,2280.31,In-Person,Cash,1,A783,South,0,1533.19
Coupe,Toyota,Corolla,2021,4,Used,11095.47,Electric,39,Female,Driver,Central,21,0,20,Comprehensive,C100772,2021-10-28 21:16:35,9227.84,Theft,Total Loss,2,1,3846.76,6301.62,Phone,Check,0,A643,North,0,980.25
Van,Hyundai,Sonata,2000,25,Used,18331.62,Diesel,51,Female,Doctor,South,23,2,23,Third-party,C100773,2020-09-29 08:37:26,5293.07,Accident,Minor,1,1,500.0,5582.08,In-Person,Cash,1,A672,West,0,1636.0
Sedan,Toyota,Camry,2015,10,Used,17272.57,Electric,18,Male,Teacher,West,7,1,4,Third-party,C100774,2023-08-26 01:33:15,2216.15,Theft,Minor,6,0,4713.58,6181.06,In-Person,Check,1,A709,South,0,1316.12
SUV,Ford,F-150,2006,19,New,17303.48,Hybrid,30,Male,Lawyer,Central,46,2,46,Third-party,C100775,2021-10-17 06:12:52,4979.33,Accident,Minor,2,0,2200.37,4360.84,In-Person,Cash,1,A424,North,0,1006.12
Coupe,Toyota,RAV4,2002,23,Used,18437.35,Electric,66,Male,Engineer,East,5,1,5,Comprehensive,C100776,2023-05-06 00:46:39,3050.45,Theft,Minor,5,1,1255.45,4234.82,Phone,Bank Transfer,0,A873,West,0,1418.73
Coupe,BMW,X3,2022,3,New,18198.41,Electric,63,Male,Teacher,Central,6,3,2,Comprehensive,C100777,2022-07-31 14:51:49,7009.96,Theft,Major,2,0,5364.68,6816.58,In-Person,Bank Transfer,1,A553,South,0,1437.17
Truck,Mercedes,E-Class,2003,22,Used,18099.89,Hybrid,66,Male,Driver,East,19,3,15,Third-party,C100778,2023-08-24 21:28:24,6223.12,Theft,Major,3,0,5228.54,6112.78,Online,Check,1,A727,South,0,929.08
Coupe,Ford,Focus,2008,17,Used,18544.58,Electric,59,Female,Lawyer,East,16,2,13,Comprehensive,C100779,2018-01-08 10:17:14,5414.43,Accident,Total Loss,1,1,4403.16,3793.36,In-Person,Check,0,A934,East,0,1095.15
Coupe,Toyota,RAV4,2004,21,Used,28682.86,Petrol,45,Female,Lawyer,Central,35,3,34,Collision,C100780,2019-08-15 05:38:34,3084.35,Vandalism,Minor,2,1,6315.1,8817.15,In-Person,Check,1,A836,East,0,2257.24
Truck,Hyundai,Tucson,2018,7,Damaged,18140.69,Diesel,66,Female,Unemployed,West,7,1,6,Collision,C100781,2021-02-02 21:58:31,7813.28,Theft,Minor,4,1,5755.06,500.0,Online,Cash,0,A616,North,0,940.04
Convertible,BMW,X3,2014,11,Used,25535.57,Hybrid,30,Female,Driver,South,12,1,11,Comprehensive,C100782,2020-09-03 22:37:43,9047.38,Theft,Minor,2,1,4435.62,4039.33,In-Person,Cash,1,A536,West,0,1880.7
Coupe,BMW,3 Series,2007,18,Used,21189.78,Diesel,55,Female,Engineer,Central,23,1,21,Third-party,C100783,2022-05-10 22:59:03,443.02,Accident,Minor,5,0,2260.43,7120.31,Phone,Check,1,A950,North,0,1978.25
Van,Toyota,RAV4,2005,20,New,22929.84,Hybrid,47,Female,Unemployed,East,45,0,43,Collision,C100784,2020-04-03 08:50:41,2551.44,Vandalism,Minor,4,1,2752.22,4631.08,Phone,Check,1,A661,South,0,1501.55
SUV,Mercedes,E-Class,2017,8,Used,26223.29,Electric,53,Male,Engineer,Central,49,1,47,Collision,C100785,2018-03-28 01:30:12,278.09,Fire,Minor,5,1,4792.29,6427.24,Online,Check,1,A556,East,0,1619.95
